지역,번지,본번,부번,아파트,면적,계약년월,계약일,가격,층,건축년도,도로명
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.6,202206,20,7250,1,1989,샘실1길 5
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.69,202206,21,7400,5,1989,샘실1길 5
강원도 동해시 천곡동,791,791,0,한양1차,68.32,202206,20,8750,3,1990,천곡로 7
강원도 동해시 천곡동,794,794,0,한양2차,49.81,202206,17,6450,12,1991,천곡로 15
강원도 동해시 천곡동,794,794,0,한양2차,49.81,202206,29,6300,12,1991,천곡로 15
강원도 동해시 천곡동,794,794,0,한양3차,49.81,202206,3,7000,3,1992,천곡로 15
강원도 동해시 천곡동,794,794,0,한양3차,69.36,202206,3,6800,1,1992,천곡로 15
강원도 동해시 천곡동,794,794,0,한양3차,49.81,202206,7,6900,1,1992,천곡로 15
강원도 동해시 천곡동,794,794,0,한양3차,69.36,202206,15,5200,2,1992,천곡로 15
강원도 동해시 천곡동,380-2,380,2,현대1차,84.945,202206,20,15300,2,1992,한섬로 8
강원도 동해시 평릉동,456,456,0,코아루디오션,101.8522,202206,23,34000,8,2014,평원로 100
강원도 동해시 평릉동,293,293,0,푸르지오,122.974,202206,3,28800,4,2006,평릉1길 39
강원도 동해시 효가동,480,480,0,동아더프라임1단지,84.9714,202206,16,20000,7,2013,양지길 20-2
강원도 동해시 효가동,362-34,362,34,유존양지,52.41,202206,26,2700,1,1992,양지1길 21
강원도 삼척시 갈천동,227,227,0,트루엘시그니처,84.6073,202206,7,23250,3,2021,동해대로 4360
강원도 삼척시 교동,793,793,0,e편한세상삼척교동,74.529,202206,16,22900,2,2018,하실길 72
강원도 삼척시 교동,793,793,0,e편한세상삼척교동,59.8769,202206,18,19400,14,2018,하실길 72
강원도 삼척시 교동,130-2,130,2,강부2,49.815,202206,23,4800,6,1993,동해대로 4122-27
강원도 삼척시 교동,788,788,0,교동지웰,59.9697,202206,2,17500,19,2018,동해대로 4183
강원도 삼척시 교동,757,757,0,교동청솔2차,59.85,202206,23,8500,1,2003,정상로 81
강원도 삼척시 교동,501-5,501,5,동부,59.83,202206,2,9500,12,1996,동해대로 4273
강원도 삼척시 교동,650,650,0,동화2차,68.45,202206,17,7000,4,1991,대학로안길 36
강원도 삼척시 교동,781,781,0,코아루타워,84.92,202206,2,26800,10,2014,교동로 97
강원도 삼척시 남양동,336-6,336,6,백조맨션3차,84.18,202206,22,8300,4,1990,남양길 41-39
강원도 삼척시 남양동,347-10,347,10,한흥2,36.54,202206,17,5400,3,1986,남양안길 63-14
강원도 삼척시 남양동,348-2,348,2,한흥3,48.57,202206,16,4900,5,1988,남양안길 76
강원도 삼척시 사직동,319-1,319,1,원조임대,59.886,202206,4,6100,9,1997,사직로4길 40-11
강원도 삼척시 사직동,319-1,319,1,원조임대,59.886,202206,10,6300,13,1997,사직로4길 40-11
강원도 삼척시 원당동,117,117,0,한양,73.26,202206,7,8300,2,1991,오십천로 295-7
강원도 삼척시 정상동,356-2,356,2,강부3차,27.36,202206,21,2900,1,1995,동해대로 4122-20
강원도 삼척시 정상동,475,475,0,경림한아름,59.877,202206,22,7500,5,2003,정상로 23
강원도 삼척시 정상동,475,475,0,경림한아름,59.877,202206,22,7500,5,2003,정상로 23
강원도 삼척시 정상동,275-11,275,11,동원파크1차,80.74,202206,17,5500,6,1993,정라사거리길 54
강원도 삼척시 정상동,457-3,457,3,석미,56.97,202206,7,7500,7,1998,청석로 78
강원도 삼척시 정상동,457-3,457,3,석미,56.97,202206,7,7670,5,1998,청석로 78
강원도 삼척시 정상동,457-3,457,3,석미,56.97,202206,7,7450,2,1998,청석로 78
강원도 삼척시 정상동,457-3,457,3,석미,56.97,202206,22,6900,4,1998,청석로 78
강원도 삼척시 정상동,457-3,457,3,석미,56.97,202206,22,7000,12,1998,청석로 78
강원도 삼척시 정상동,455-1,455,1,영진(다),51.09,202206,30,3500,2,1990,동해대로 4025-10
강원도 삼척시 정상동,316-3,316,3,유성,48.03,202206,1,5700,5,1999,동해대로 4044-13
강원도 삼척시 정상동,316-3,316,3,유성,59.43,202206,3,7000,9,1999,동해대로 4044-13
강원도 삼척시 정상동,316-3,316,3,유성,59.43,202206,6,6300,4,1999,동해대로 4044-13
강원도 삼척시 정상동,316-3,316,3,유성,48.03,202206,20,4950,15,1999,동해대로 4044-13
강원도 삼척시 정상동,316-3,316,3,유성,59.43,202206,29,6100,14,1999,동해대로 4044-13
강원도 삼척시 정상동,454,454,0,정상주공,32.43,202206,2,3300,4,1988,척주로 128
강원도 삼척시 정상동,457-1,457,1,청솔1차,59.85,202206,8,8900,2,2002,청석로 64
강원도 삼척시 정상동,457-1,457,1,청솔1차,59.85,202206,13,9240,10,2002,청석로 64
강원도 삼척시 정상동,457-1,457,1,청솔1차,59.85,202206,25,9500,3,2002,청석로 64
강원도 삼척시 정상동,473,473,0,현진에버빌,84.957,202206,13,24500,9,2005,정상로 35
강원도 삼척시 정상동,473,473,0,현진에버빌,84.999,202206,22,25000,3,2005,정상로 35
강원도 속초시 교동,658-82,658,82,골든렉시움,84.8793,202206,27,35000,8,2020,교동로1길 15
강원도 속초시 교동,1029,1029,0,남광하우스토리,84.9976,202206,16,28000,1,2011,동해대로 4284
강원도 속초시 교동,1029,1029,0,남광하우스토리,59.5144,202206,17,20000,1,2011,동해대로 4284
강원도 속초시 교동,1029,1029,0,남광하우스토리,59.8268,202206,21,20000,18,2011,동해대로 4284
강원도 속초시 교동,783,783,0,대명늘푸른,59.9584,202206,4,15950,15,2000,미시령로3337번길 7
강원도 속초시 교동,783,783,0,대명늘푸른,59.9584,202206,6,15000,5,2000,미시령로3337번길 7
강원도 속초시 교동,783,783,0,대명늘푸른,39.8354,202206,6,10800,4,2000,미시령로3337번길 10
강원도 속초시 교동,783,783,0,대명늘푸른,39.8354,202206,7,10250,3,2000,미시령로3337번길 10
강원도 속초시 교동,783,783,0,대명늘푸른,59.9584,202206,11,14800,4,2000,미시령로3337번길 7
강원도 속초시 교동,783,783,0,대명늘푸른,84.6036,202206,11,22100,2,2000,미시령로3337번길 7
강원도 속초시 교동,783,783,0,대명늘푸른,59.9584,202206,13,13800,3,2000,미시령로3337번길 7
강원도 속초시 교동,783,783,0,대명늘푸른,59.9584,202206,23,12000,5,2000,미시령로3337번길 7
강원도 속초시 교동,620-13,620,13,럭키설악2,84.991,202206,2,18500,8,1992,미시령로 3409
강원도 속초시 교동,620-13,620,13,럭키설악2,84.991,202206,2,18500,8,1992,미시령로 3409
강원도 속초시 교동,767-36,767,36,로얄골든,58.86,202206,18,7500,5,1989,만천4길 27
강원도 속초시 교동,904-6,904,6,로얄나하나1차,59.97,202206,11,12500,11,1993,만천1길 43
강원도 속초시 교동,904-6,904,6,로얄나하나1차,59.97,202206,14,13500,10,1993,만천1길 43
강원도 속초시 교동,904-5,904,5,로얄나하나2차,59.97,202206,3,14970,10,1995,만천8길 7
강원도 속초시 교동,924,924,0,삼호,43.26,202206,2,8200,2,1995,밤골3길 27
강원도 속초시 교동,924,924,0,삼호,43.26,202206,3,8300,1,1995,밤골3길 27
강원도 속초시 교동,628-1,628,1,서울대명1,84.9,202206,21,16800,12,1991,번영로43번길 11
강원도 속초시 교동,619-33,619,33,설악현대,63.405,202206,9,15500,10,1992,미시령로3389번길 10
강원도 속초시 교동,619-33,619,33,설악현대,71.137,202206,14,17500,11,1992,미시령로3389번길 10
강원도 속초시 교동,658-42,658,42,속초교동블루핀,15.07,202206,2,5900,6,2019,교동로1길 17
강원도 속초시 교동,658-42,658,42,속초교동블루핀,15.07,202206,21,6400,20,2019,교동로1길 17
강원도 속초시 교동,658-42,658,42,속초교동블루핀,15.07,202206,21,6500,18,2019,교동로1길 17
강원도 속초시 교동,658-42,658,42,속초교동블루핀,15.07,202206,21,6500,20,2019,교동로1길 17
강원도 속초시 교동,658-42,658,42,속초교동블루핀,24.88,202206,24,10000,9,2019,교동로1길 17
강원도 속초시 교동,658-42,658,42,속초교동블루핀,24.88,202206,24,9500,4,2019,교동로1길 17
강원도 속초시 교동,658-42,658,42,속초교동블루핀,15.07,202206,30,5800,7,2019,교동로1길 17
강원도 속초시 교동,658-42,658,42,속초교동블루핀,15.07,202206,30,5800,7,2019,교동로1길 17
강원도 속초시 교동,627-306,627,306,속초대명3,59.93,202206,16,13800,4,1994,교동로7길 26
강원도 속초시 교동,627-306,627,306,속초대명3,59.93,202206,20,10000,5,1994,교동로7길 26
강원도 속초시 교동,898,898,0,주공2,39.99,202206,2,14800,5,1990,번영로43번길 33
강원도 속초시 교동,898,898,0,주공2,39.99,202206,8,15000,3,1990,번영로43번길 33
강원도 속초시 교동,898,898,0,주공2,39.69,202206,12,15500,2,1990,번영로43번길 52
강원도 속초시 교동,961-1,961,1,주공3,51.66,202206,13,13500,5,1993,먹거리길 17
강원도 속초시 교동,961,961,0,청초대우,84.97,202206,23,26200,13,1998,동해대로 4271
강원도 속초시 교동,961,961,0,청초대우,59.946,202206,24,15800,9,1998,동해대로 4271
강원도 속초시 교동,767-257,767,257,프레지던트인텔빌라,143.33,202206,29,20000,1,1996,만천4길 19-1
강원도 속초시 교동,618-10,618,10,현대1,84.99,202206,8,18500,9,1991,미시령로3359번길 9
강원도 속초시 교동,618-10,618,10,현대1,75.24,202206,11,17900,13,1991,미시령로3359번길 9
강원도 속초시 교동,781-6,781,6,현대2,84.96,202206,22,10000,15,1992,미시령로3359번길 4
강원도 속초시 교동,782,782,0,현대3,59.852,202206,3,18000,6,1998,미시령로3359번길 5
강원도 속초시 교동,620,620,0,협성,28.07,202206,22,6100,7,1997,미시령로3359번길 42
강원도 속초시 금호동,629,629,0,보람레이크더하임,156.76,202206,14,55000,7,2008,영랑호반길 115-13
강원도 속초시 금호동,630,630,0,생모리츠,84.9925,202206,1,31500,13,2011,수복로 174
강원도 속초시 금호동,630,630,0,생모리츠,65.9236,202206,8,29500,12,2011,수복로 174
강원도 속초시 금호동,630,630,0,생모리츠,84.9925,202206,24,34500,11,2011,수복로 174
강원도 속초시 금호동,622-66,622,66,서울대명2,84.63,202206,3,20000,2,1993,미시령로 3429
강원도 속초시 동명동,595-2,595,2,레이크뷰,148.07,202206,3,30000,6,2015,번영로105번길 77
강원도 속초시 조양동,1540-1,1540,1,부영2,49.92,202206,2,15000,1,1998,조양로142번길 6
강원도 속초시 조양동,1540-1,1540,1,부영2,49.92,202206,15,16000,13,1998,조양로142번길 6
강원도 속초시 조양동,1540-1,1540,1,부영2,49.92,202206,27,15500,8,1998,조양로142번길 6
강원도 속초시 조양동,1540-1,1540,1,부영2,49.92,202206,29,14800,3,1998,조양로142번길 6
강원도 속초시 조양동,1499,1499,0,부영3,133.835,202206,3,35200,11,1996,소평로 162
강원도 속초시 조양동,1499,1499,0,부영3,84.88,202206,3,24000,7,1996,소평로 162
강원도 속초시 조양동,1499,1499,0,부영3,84.88,202206,3,21700,1,1996,소평로 162
강원도 속초시 조양동,1499,1499,0,부영3,59.905,202206,4,20000,12,1996,소평로 162
강원도 속초시 조양동,1499,1499,0,부영3,59.905,202206,8,19000,7,1996,소평로 162
강원도 속초시 조양동,1499,1499,0,부영3,84.88,202206,9,28500,8,1996,소평로 162
강원도 속초시 조양동,1499,1499,0,부영3,59.905,202206,18,20500,6,1996,소평로 162
강원도 속초시 조양동,1499,1499,0,부영3,59.905,202206,26,18600,5,1996,소평로 162
강원도 속초시 조양동,1501,1501,0,부영5,50,202206,12,15350,3,1995,청대로204번길 40
강원도 속초시 조양동,1501,1501,0,부영5,50,202206,18,15500,3,1995,청대로204번길 40
강원도 속초시 조양동,1501,1501,0,부영5,50,202206,24,14800,6,1995,청대로204번길 40
강원도 속초시 조양동,1502,1502,0,부영6,50,202206,9,14400,5,1995,조양로 163
강원도 속초시 조양동,1502,1502,0,부영6,40,202206,21,12000,8,1995,조양로 163
강원도 속초시 조양동,1502,1502,0,부영6,50,202206,23,9000,6,1995,조양로 163
강원도 속초시 조양동,1502,1502,0,부영6,50,202206,24,15200,12,1995,조양로 163
강원도 속초시 조양동,1505,1505,0,부영9,40,202206,10,11900,9,1995,조양로142번길 13
강원도 속초시 조양동,1561,1561,0,삼성쉐르빌,84.9909,202206,13,34000,8,2006,청대로 207
강원도 속초시 조양동,1294-23,1294,23,성호,59.76,202206,2,16000,11,2001,청대로 22-7
강원도 속초시 조양동,1294-23,1294,23,성호,59.76,202206,2,15200,18,2001,청대로 22-7
강원도 속초시 조양동,1294-23,1294,23,성호,59.76,202206,2,15200,16,2001,청대로 22-7
강원도 속초시 조양동,1294-23,1294,23,성호,59.76,202206,2,18550,16,2001,청대로 22-7
강원도 속초시 조양동,1294-23,1294,23,성호,49.65,202206,4,13200,14,2001,청대로 22-7
강원도 속초시 조양동,1294-23,1294,23,성호,59.76,202206,10,15500,14,2001,청대로 22-7
강원도 속초시 조양동,1294-23,1294,23,성호,59.76,202206,13,16600,9,2001,청대로 8
강원도 속초시 조양동,1294-23,1294,23,성호,59.76,202206,14,18000,17,2001,청대로 8
강원도 속초시 조양동,1294-23,1294,23,성호,49.65,202206,16,14400,18,2001,청대로 22-7
강원도 속초시 조양동,1294-23,1294,23,성호,59.76,202206,16,17500,4,2001,청대로 22-7
강원도 속초시 조양동,1294-23,1294,23,성호,59.76,202206,16,16800,19,2001,청대로 8
강원도 속초시 조양동,1294-23,1294,23,성호,59.76,202206,21,15700,15,2001,청대로 8
강원도 속초시 조양동,415,415,0,속초2차IPARK,84.92,202206,10,38644,3,2022,청대마을길 60
강원도 속초시 조양동,1572,1572,0,속초KCC스위첸,74.5213,202206,10,40000,21,2019,청대로 40
강원도 속초시 조양동,1572,1572,0,속초KCC스위첸,84.9762,202206,14,41000,5,2019,청대로 40
강원도 속초시 조양동,1572,1572,0,속초KCC스위첸,59.9027,202206,15,36500,26,2019,청대로 40
강원도 속초시 조양동,1459,1459,0,속초서희스타힐스더베이,96.25,202206,3,64000,23,2020,동해대로 3958
강원도 속초시 조양동,1459,1459,0,속초서희스타힐스더베이,84.91,202206,15,46700,24,2020,동해대로 3958
강원도 속초시 조양동,1459,1459,0,속초서희스타힐스더베이,84.91,202206,22,52000,31,2020,동해대로 3958
강원도 속초시 조양동,1587,1587,0,속초조양동양우내안애오션스카이,84.7931,202206,21,35000,14,2021,청호로 8
강원도 속초시 조양동,1569,1569,0,속초조양양우내안애아파트,59.7891,202206,17,27900,8,2015,온정로1길 30
강원도 속초시 조양동,1569,1569,0,속초조양양우내안애아파트,59.7891,202206,17,29000,15,2015,온정로1길 30
강원도 속초시 조양동,1569,1569,0,속초조양양우내안애아파트,59.7891,202206,17,27900,8,2015,온정로1길 30
강원도 속초시 조양동,1569,1569,0,속초조양양우내안애아파트,59.7891,202206,24,28000,11,2015,온정로1길 30
강원도 속초시 조양동,1563,1563,0,속초조양코아루,120.09,202206,3,39000,13,2006,청대마을길 20
강원도 속초시 조양동,1563,1563,0,속초조양코아루,120.09,202206,19,35500,2,2006,청대마을길 20
강원도 속초시 조양동,1217-1,1217,1,조양1주공,59.99,202206,11,16300,9,1998,온정로 6
강원도 속초시 조양동,1217-1,1217,1,조양1주공,59.99,202206,11,19000,15,1998,온정로 6
강원도 속초시 조양동,1217-1,1217,1,조양1주공,59.99,202206,13,18900,6,1998,온정로 6
강원도 속초시 조양동,1585,1585,0,조양동휴먼빌아파트,79.2927,202206,2,34500,1,2020,논산길 17
강원도 속초시 조양동,1215-1,1215,1,조양주공2,49.62,202206,2,14500,14,1998,온정로 24
강원도 속초시 조양동,1215-1,1215,1,조양주공2,39.74,202206,9,11900,6,1998,온정로 24
강원도 속초시 조양동,1215-1,1215,1,조양주공2,49.62,202206,10,12700,1,1998,온정로 24
강원도 속초시 조양동,1582,1582,0,효성해링턴플레이스,84.99,202206,9,42250,15,2019,청대로 210
강원도 속초시 청호동,1356,1356,0,속초청호아이파크,59.98,202206,29,39000,19,2018,청호로 22
강원도 양구군 양구읍 상리,510,510,0,경림,59.4,202206,15,12200,6,1998,양록길23번길 11
강원도 양구군 양구읍 상리,559,559,0,포미재,84.4862,202206,3,20000,1,2004,관공서로16번길 15
강원도 양구군 양구읍 정림리,436,436,0,양구석미모닝파크,77.12,202206,9,17000,9,2010,박수근로313번길 17
강원도 양구군 양구읍 정림리,436,436,0,양구석미모닝파크,77.12,202206,18,17000,3,2010,박수근로313번길 17
강원도 양양군 강현면 정암리,162-6,162,6,썬라이즈빌,50.5365,202206,17,27500,4,2004,정암1길 13-24
강원도 양양군 손양면 하왕도리,303,303,0,삼호,39.6,202206,11,6900,9,1998,손중로 211-8
강원도 양양군 양양읍 거마리,31-1,31,1,설악실크벨리,25.45,202206,4,4000,8,1998,거마천로 300
강원도 양양군 양양읍 거마리,31-1,31,1,설악실크벨리,25.45,202206,16,3300,2,1998,거마천로 300
강원도 양양군 양양읍 거마리,31-1,31,1,설악실크벨리,25.45,202206,20,3800,7,1998,거마천로 300
강원도 양양군 양양읍 구교리,Jan-61,61,1,정아골든맨션,79.08,202206,23,11500,10,1992,북문길 22-22
강원도 양양군 양양읍 구교리,67,67,0,태산2차,46.53,202206,7,4900,1,1997,북문길 22-18
강원도 양양군 양양읍 내곡리,61,61,0,하이펠리스,84.6,202206,7,15700,15,2007,내곡길 18
강원도 양양군 양양읍 내곡리,263,263,0,한양수자인,78.0584,202206,2,24000,26,2020,한고개길 31-46
